"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","California!!Estimate","California!!Margin of Error","Alameda County, California!!Estimate","Alameda County, California!!Margin of Error","Los Angeles County, California!!Estimate","Los Angeles County, California!!Margin of Error","Merced County, California!!Estimate","Merced County, California!!Margin of Error","Orange County, California!!Estimate","Orange County, California!!Margin of Error","Riverside County, California!!Estimate","Riverside County, California!!Margin of Error","San Diego County, California!!Estimate","San Diego County, California!!Margin of Error","Santa Barbara County, California!!Estimate","Santa Barbara County, California!!Margin of Error","Santa Cruz County, California!!Estimate","Santa Cruz County, California!!Margin of Error","Yolo County, California!!Estimate","Yolo County, California!!Margin of Error"
"Median gross rent","1,012","±2","1,447","±5","1,745","±22","1,402","±7","1,003","±41","1,786","±15","1,313","±19","1,598","±20","1,587","±61","1,680","±67","1,231","±54"
