"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","California!!Estimate","California!!Margin of Error","Alameda County, California!!Estimate","Alameda County, California!!Margin of Error","Los Angeles County, California!!Estimate","Los Angeles County, California!!Margin of Error","Merced County, California!!Estimate","Merced County, California!!Margin of Error","Orange County, California!!Estimate","Orange County, California!!Margin of Error","Riverside County, California!!Estimate","Riverside County, California!!Margin of Error","San Diego County, California!!Estimate","San Diego County, California!!Margin of Error","Santa Barbara County, California!!Estimate","Santa Barbara County, California!!Margin of Error","Santa Cruz County, California!!Estimate","Santa Cruz County, California!!Margin of Error","Yolo County, California!!Estimate","Yolo County, California!!Margin of Error"
"Median gross rent","1,096","±1","1,586","±4","1,904","±16","1,534","±5","1,054","±19","1,928","±9","1,447","±11","1,732","±8","1,697","±25","1,843","±36","1,369","±30"
